,Artista,link
208,Milky Chance,https://www.bandsintown.com/a/5145834?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
209,The Chicks,https://www.bandsintown.com/a/181?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
210,Brett Eldredge,https://www.bandsintown.com/a/1186486?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
211,Austin Mahone,https://www.bandsintown.com/a/1318982?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
212,Lily Allen,https://www.bandsintown.com/a/53025?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
213,The Vamps,https://www.bandsintown.com/a/9139221?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
214,Plain White T's,https://www.bandsintown.com/a/72?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
215,Juice Wrld,https://www.bandsintown.com/a/15176471?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
216,Yellowcard,https://www.bandsintown.com/a/127?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
217,Never Shout Never,https://www.bandsintown.com/a/207730?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
218,Olivia Rodrigo,https://www.bandsintown.com/a/15456619?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
219,Marshmello,https://www.bandsintown.com/a/5585634?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
220,Beach House,https://www.bandsintown.com/a/9135?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
221,Gym Class Heroes,https://www.bandsintown.com/a/78?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
222,Charli XCX,https://www.bandsintown.com/a/289995?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
223,Cher Lloyd,https://www.bandsintown.com/a/1086953?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
224,Alessia Cara,https://www.bandsintown.com/a/12218714?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
225,James Blunt,https://www.bandsintown.com/a/119?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
226,Joji,https://www.bandsintown.com/a/4670200?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
227,Marina,https://www.bandsintown.com/a/275369?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
228,Prince Royce,https://www.bandsintown.com/a/1005842?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
229,Ingrid Michaelson,https://www.bandsintown.com/a/2869?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
230,Hillsong Worship,https://www.bandsintown.com/a/374790?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
231,Blur,https://www.bandsintown.com/a/1586?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
232,HAIM,https://www.bandsintown.com/a/132147?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
233,Gavin DeGraw,https://www.bandsintown.com/a/491?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
234,We the Kings,https://www.bandsintown.com/a/3641?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
235,Tegan and Sara,https://www.bandsintown.com/a/224?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
236,Big Time Rush,https://www.bandsintown.com/a/1021599?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
237,Empire of the Sun,https://www.bandsintown.com/a/224445?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
238,Liam Payne,https://www.bandsintown.com/a/1121770?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
239,James Arthur,https://www.bandsintown.com/a/1793083?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
240,ABBA,https://www.bandsintown.com/a/50293?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
241,Olly Murs,https://www.bandsintown.com/a/363469?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
242,Kip Moore,https://www.bandsintown.com/a/1113179?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
243,The Wanted,https://www.bandsintown.com/a/95616?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
244,Willow Smith,https://www.bandsintown.com/a/1072857?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
245,Clairo,https://www.bandsintown.com/a/14202726?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
246,Grimes,https://www.bandsintown.com/a/974457?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
247,Crowder,https://www.bandsintown.com/a/3087658?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
248,Lewis Capaldi,https://www.bandsintown.com/a/9448076?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
249,Elaina Christina,https://www.bandsintown.com/a/15514170?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
250,AF90,https://www.bandsintown.com/a/15535978?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
251,Ben T Kadar,https://www.bandsintown.com/a/15545194?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
252,Ivy James Music,https://www.bandsintown.com/a/15532056?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
253,Ingrid Fitz,https://www.bandsintown.com/a/15537911?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
254,BLOOD DESIRE,https://www.bandsintown.com/a/15551626?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
255,Swiss Pleasure,https://www.bandsintown.com/a/15521103?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
256,Aggeliki Darra,https://www.bandsintown.com/a/15541152?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
257,Lite Ruiz,https://www.bandsintown.com/a/15503356?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
258,little lightning,https://www.bandsintown.com/a/15553833?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
259,Amoreena Athanas,https://www.bandsintown.com/a/15516412?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
260,Echoes (US),https://www.bandsintown.com/a/15499318?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
261,Luê,https://www.bandsintown.com/a/15533173?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
262,MATW,https://www.bandsintown.com/a/15554023?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
263,roedora,https://www.bandsintown.com/a/15535566?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
264,BumBumDisko,https://www.bandsintown.com/a/15552938?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
265,Manu Martínez,https://www.bandsintown.com/a/15551641?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
266,Darker Forms,https://www.bandsintown.com/a/15548040?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
267,Sweat,https://www.bandsintown.com/a/15553818?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
268,Millie,https://www.bandsintown.com/a/15554024?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
269,Toxxic Project,https://www.bandsintown.com/a/15554067?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
270,LILA GR,https://www.bandsintown.com/a/15552948?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
271,Julia Golden,https://www.bandsintown.com/a/15554115?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
272,thE STiFF,https://www.bandsintown.com/a/15554118?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
273,Last Mantra,https://www.bandsintown.com/a/15554122?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
274,luca!,https://www.bandsintown.com/a/15554132?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
275,Erual,https://www.bandsintown.com/a/15554135?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
276,Marine Manasian,https://www.bandsintown.com/a/15554113?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
277,fmtrip,https://www.bandsintown.com/a/15554140?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
278,Bárbara,https://www.bandsintown.com/a/15554141?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
279,berryblue,https://www.bandsintown.com/a/15554144?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
280,Randy Prather,https://www.bandsintown.com/a/15554162?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
281,Camp Blu,https://www.bandsintown.com/a/15554163?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
282,AUTUMN,https://www.bandsintown.com/a/15554181?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
283,vinscat,https://www.bandsintown.com/a/15554091?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
284,Sigma GR,https://www.bandsintown.com/a/15552020?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
285,LORNZO,https://www.bandsintown.com/a/15554199?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
286,Eme Mr Baby,https://www.bandsintown.com/a/15554211?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
287,Das Birthday Girl,https://www.bandsintown.com/a/15554213?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
288,Chanpan,https://www.bandsintown.com/a/15554218?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
289,Jador,https://www.bandsintown.com/a/15554212?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
290,conan kid,https://www.bandsintown.com/a/15554227?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
291,Deserved,https://www.bandsintown.com/a/15554242?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
292,Dunya,https://www.bandsintown.com/a/15554244?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
293,Shelby Jean,https://www.bandsintown.com/a/15394613?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
294,Wyatt Weiler,https://www.bandsintown.com/a/15554246?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
295,Captain Buckles,https://www.bandsintown.com/a/15554247?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
296,Melanie Herrera,https://www.bandsintown.com/a/15554252?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
297,kaan,https://www.bandsintown.com/a/15554253?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
298,Crafty Wolf,https://www.bandsintown.com/a/15554258?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
299,Sarah McLachlan,https://www.bandsintown.com/a/633?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
300,Janet Jackson,https://www.bandsintown.com/a/261?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
301,The Red Jumpsuit Apparatus,https://www.bandsintown.com/a/29?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
302,BTS,https://www.bandsintown.com/a/695158?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
303,Billy Idol,https://www.bandsintown.com/a/1568?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
304,Metric,https://www.bandsintown.com/a/821?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
305,Conor Maynard,https://www.bandsintown.com/a/1113346?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
306,Adam Lambert,https://www.bandsintown.com/a/274879?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
307,Big Daddy Weave,https://www.bandsintown.com/a/3543?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
308,Francesca Battistelli,https://www.bandsintown.com/a/179119?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
309,Icona Pop,https://www.bandsintown.com/a/1101378?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
310,New Found Glory,https://www.bandsintown.com/a/175?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
311,Capital Cities,https://www.bandsintown.com/a/987422?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
312,X Ambassadors,https://www.bandsintown.com/a/6643498?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
313,CeeLo Green,https://www.bandsintown.com/a/15158741?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
314,London Grammar,https://www.bandsintown.com/a/1602573?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
315,The Civil Wars,https://www.bandsintown.com/a/298401?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
316,Cyndi Lauper,https://www.bandsintown.com/a/32655?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
317,Robbie Williams,https://www.bandsintown.com/a/1432?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
318,Cody Simpson,https://www.bandsintown.com/a/1037291?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
319,Leona Lewis,https://www.bandsintown.com/a/2199?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
320,Becky G,https://www.bandsintown.com/a/2467277?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
321,Barenaked Ladies,https://www.bandsintown.com/a/970?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
